"label","value","chain","chainValue","parentLabel","parentValue","gasUSD","gasUSDPctChange","transactions","transactionsPctChange","activeAddresses","activeAddressesPctChange"
"0x51c72848c68a965f66fa7a88855f9f7784502a7f","0x51c72848c68a965f66fa7a88855f9f7784502a7f","Ethereum","ethereum","","","143750.15248102302","970.0262607341539","11873","218.909482","97","3.191489"
"MEV Bot: 0xA69...78C","0xa69babef1ca67a37ffaf7a485dfff3382056e78c","Ethereum","ethereum","","","74352.82950918183","916.8950139495066","10148","178.332419","132","30.693069"
"MEV Bot: 0x6f1…168","0x6f1cdbbb4d53d226cf4b917bf768b94acbab6168","Ethereum","ethereum","","","43280.21445084182","619.3201175842595","3014","124.925373","44","25.714286"
"0x965df5ff6116c395187e288e5c87fb96cfb8141c","0x965df5ff6116c395187e288e5c87fb96cfb8141c","BNB Chain","bsc","","","42237.27325190995","1264.731823821863","1486","165.357143","137","63.095238"
"0xb517850510997a34b4ddc8c3797b4f83fad510c4","0xb517850510997a34b4ddc8c3797b4f83fad510c4","Ethereum","ethereum","","","42132.4936493794","593.7539019491073","4714","127.180723","1232","151.428571"
"0xe8cfad4c75a5e1caf939fd80afcf837dde340a69","0xe8cfad4c75a5e1caf939fd80afcf837dde340a69","Ethereum","ethereum","","","42128.54708629209","1263.5781814744494","1382","612.371134","11","120.000000"
"0x3c11f6265ddec22f4d049dde480615735f451646","0x3c11f6265ddec22f4d049dde480615735f451646","Ethereum","ethereum","","","29082.783670316196","407.987235704501","2733","75.868726","1831","69.067405"
"Scroll: L1 Gateway Router Proxy","0xf8b1378579659d8f7ee5f3c929c2f3e332e41fd6","Ethereum","ethereum","","","21840.722621264656","18.11309216016653","2549","-50.078339","2430","-51.234196"
"0x761cfa7c11436e0360c74fa8ba992c63fb6dedae","0x761cfa7c11436e0360c74fa8ba992c63fb6dedae","Ethereum","ethereum","","","21080.506027904114","","2709","","1406",""
"Binance 14","0x28c6c06298d514db089934071355e5743bf21d60","Ethereum","ethereum","","","16934.315851344785","718.6492507817549","15749","190.893979","12588","175.629516"
"0x802b65b5d9016621e66003aed0b16615093f328b","0x802b65b5d9016621e66003aed0b16615093f328b","BNB Chain","bsc","","","16323.317211522159","632.3585003178156","59111","380.929135","124","0.813008"
"0x6719c6ebf80d6499ca9ce170cda72beb3f1d1a54","0x6719c6ebf80d6499ca9ce170cda72beb3f1d1a54","Ethereum","ethereum","","","14367.495669202504","226.86250662369525","1968","97.392177","9","0.000000"
"0xfa103c21ea2df71dfb92b0652f8b1d795e51cdef","0xfa103c21ea2df71dfb92b0652f8b1d795e51cdef","Ethereum","ethereum","","","13566.816634258954","1488.7806412846342","2877","300.696379","41","13.888889"
"BlockFi 4","0x3fda25f27211a138adf211f4c060f2149674be6d","Ethereum","ethereum","","","9838.889935366167","","1638","","2",""
"PulseChain: Foreign AMB Proxy","0xd0764fae29e0a6a96ff685f71cfc685456d5636c","Ethereum","ethereum","","","9316.52096095301","568.3122967026374","922","124.878049","681","116.878981"
"MEV Bot: 0x50...EDF","0x5050e08626c499411b5d0e0b5af0e83d3fd82edf","Ethereum","ethereum","","","9084.686766633484","1432.356805950818","1454","300.550964","18","38.461538"
"0x0000000055eca968153aeffa4e421f9cd2680f01","0x0000000055eca968153aeffa4e421f9cd2680f01","BNB Chain","bsc","","","8072.5051182813695","1133.9966969919212","8913","854.282655","5","25.000000"
"MEV Bot: 0x1fB...EcB","0x1fb421310ceacd0afb2a429bbb4682e522b38ecb","Ethereum","ethereum","","","7955.252289740117","147.74161201253975","834","53.027523","8","14.285714"
"0xec8b0f7ffe3ae75d7ffab09429e3675bb63503e4","0xec8b0f7ffe3ae75d7ffab09429e3675bb63503e4","Arbitrum","arbitrum","","","7935.895591203435","1047.6229768079522","26581","376.362007","15512","350.145096"
"0xfa0df920ae835fc68aa5cedac9c930a64f44c26c","0xfa0df920ae835fc68aa5cedac9c930a64f44c26c","BNB Chain","bsc","","","7564.464941456607","576.8822523063253","27773","400.594809","44","15.789474"
"Stake.com","0x974caa59e49682cda0ad2bbe82983419a2ecc400","Ethereum","ethereum","","","7552.933081650934","385.5161628114683","8409","65.661939","7055","45.284185"
"Fake_Phishing2019","0x0000000000b35ae47b12b8ccf2f8d51e208760c8","BNB Chain","bsc","","","6946.402756169559","81.01993643403426","16818","119.212722","18","5.882353"
"0xcac0f1a06d3f02397cfb6d7077321d73b504916e","0xcac0f1a06d3f02397cfb6d7077321d73b504916e","Ethereum","ethereum","","","6837.297443511228","528.3032201102016","6206","114.443677","2565","73.310811"
"0x7b55800de02e4799f7b00a2c9963575464053f6a","0x7b55800de02e4799f7b00a2c9963575464053f6a","Arbitrum","arbitrum","","","5959.726305499406","138521.92142622816","19769","68068.965517","10747","76664.285714"
"0x64a6f29ef51095a3711ac6d6184ce659d0de107e","0x64a6f29ef51095a3711ac6d6184ce659d0de107e","Ethereum","ethereum","","","5466.527744915035","1100.3120747529395","680","573.267327","419","355.434783"
"MEXC: Mexc.com","0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88","Ethereum","ethereum","","","5336.261254573057","668.3135867750709","4087","213.420245","3117","181.317690"
"MEV Bot: 0xfbe…737","0xfbeedcfe378866dab6abbafd8b2986f5c1768737","Ethereum","ethereum","","","5160.995494977345","600.0855486749166","1157","109.222423","3","200.000000"
"0xc1b89248bd166f579ba60907091eb43eca660d16","0xc1b89248bd166f579ba60907091eb43eca660d16","Ethereum","ethereum","","","5030.070037056106","1512.6903577366247","560","582.926829","365","380.263158"
"0x3dca8c53b2577262fa491e137ce1762dc1f2f2d3","0x3dca8c53b2577262fa491e137ce1762dc1f2f2d3","Ethereum","ethereum","","","4938.0279016161185","26565.1336507805","6","-66.666667","5","-68.750000"
"0x183a6cf1fc6504138d92c9d663094ee774f80038","0x183a6cf1fc6504138d92c9d663094ee774f80038","Ethereum","ethereum","","","4745.471349149756","270.5345316138699","4640","33.794694","3951","26.919370"
"0x444d591143da6cb038a21b8f7602283bf5bddecc","0x444d591143da6cb038a21b8f7602283bf5bddecc","Ethereum","ethereum","","","4309.389541565731","211502.7563708444","5","150.000000","5","150.000000"
"0x276776f094d039fa42ac648fa9ec790d7d394240","0x276776f094d039fa42ac648fa9ec790d7d394240","BNB Chain","bsc","","","3896.563224333887","3079.89936147644","270","246.153846","2","0.000000"
"MEV Bot: 0x0c3...D3E","0x0c3de458b51a11da7d4616f42f66c861e3859d3e","Ethereum","ethereum","","","3857.012623721508","693.3520638348854","817","188.692580","9","28.571429"
"Rollbit: Hot Wallet","0xcbd6832ebc203e49e2b771897067fce3c58575ac","Ethereum","ethereum","","","3813.579083137695","233.09937819137383","3904","20.123077","2144","36.386768"
"0x301250f7d41f42723e382848ce34bdb02cbb3add","0x301250f7d41f42723e382848ce34bdb02cbb3add","Ethereum","ethereum","","","3787.5178392455787","16027.2261301457","32","33.333333","32","52.380952"
"0xdb31651967684a40a05c4ab8ec56fc32f060998d","0xdb31651967684a40a05c4ab8ec56fc32f060998d","Ethereum","ethereum","","","3334.0449077250555","-34.78598296501871","7594","-46.343531","7594","-46.343531"
"Coinbase 3","0xddfabcdc4d8ffc6d5beaf154f18b778f892a0740","Ethereum","ethereum","","","3165.8620714069993","3059.9095113220656","2882","929.285714","2797","951.503759"
"Coinbase 5","0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511","Ethereum","ethereum","","","3079.493496715505","4907.511162214983","2231","1032.487310","2174","1050.264550"
"0x4b84c6f59aa3c5f5717eed6b6fce759ac9071b0b","0x4b84c6f59aa3c5f5717eed6b6fce759ac9071b0b","BNB Chain","bsc","","","3060.64754467878","","11","","7",""
"0xb33bd56d4192e8e4e6a02e93eabc732165199346","0xb33bd56d4192e8e4e6a02e93eabc732165199346","Polygon","polygon","","","3031.2248930857427","483.2746947752254","47441","226.234356","37","5.714286"
"MEV Bot: 0x493...CB9","0x493f461aead031cee2027f1b95370a692611acb9","Ethereum","ethereum","","","2829.4627101615383","279.6267628746548","230","24.324324","4","33.333333"
"0x759ec1b3326de6fd4ba316f65a6f689c4e4c3092","0x759ec1b3326de6fd4ba316f65a6f689c4e4c3092","Ethereum","ethereum","","","2715.117591817031","164.36451976525254","92","338.095238","2","-33.333333"
"MEV Bot: 0x9E...1a4","0x9ea3cda5c2adf0370454b9ee28786a068227b1a4","Ethereum","ethereum","","","2655.183359187288","507.31535455948176","675","130.375427","5","66.666667"
"0x51c72848c68a965f66fa7a88855f9f7784502a7f","0x51c72848c68a965f66fa7a88855f9f7784502a7f","Arbitrum","arbitrum","","","2550.7493111497192","541.6646838456402","12206","162.551086","14","-6.666667"
"0xb1f437c83ee2afd41268bca70bba4c20cb4cc3ae","0xb1f437c83ee2afd41268bca70bba4c20cb4cc3ae","BNB Chain","bsc","","","2545.675500200855","","2","","1",""
"Bybit: Hot Wallet","0xf89d7b9c864f589bbf53a82105107622b35eaa40","Ethereum","ethereum","","","2519.0750186124383","896.2365163451223","2420","238.461538","1798","219.360568"
"0xdce92f40cadde2c4e3ea78b8892c540e6bfe2f81","0xdce92f40cadde2c4e3ea78b8892c540e6bfe2f81","Ethereum","ethereum","","","2500.9119311687427","343.30838541662035","2495","62.223667","1168","49.360614"
"0x511dee7adabc18b30f83583ae8547ebba72e2874","0x511dee7adabc18b30f83583ae8547ebba72e2874","Ethereum","ethereum","","","2461.94323128265","","503","","411",""
"0x077d360f11d220e4d5d831430c81c26c9be7c4a4","0x077d360f11d220e4d5d831430c81c26c9be7c4a4","Ethereum","ethereum","","","2421.640479479941","515.7278893874748","2426","104.553120","2341","119.194757"
"0x12ead486199115d1470d43db5d16e606ab3c1043","0x12ead486199115d1470d43db5d16e606ab3c1043","Optimism","optimism","","","2377.375446698867","300.5780436721373","436","196.598639","1","0.000000"
"0xc5b5bb39128f93f64732b007ab7e7b55a865e869","0xc5b5bb39128f93f64732b007ab7e7b55a865e869","Ethereum","ethereum","","","2326.222645743822","","743","","645",""
"OKX DEX: Aggregation Router","0x9333c74bdd1e118634fe5664aca7a9710b108bab","BNB Chain","bsc","","","2238.96365183005","221.98052640678347","11639","196.233138","4682","156.407448"
"0x17651dc3361ba899b52580dcf6befb4af49de9c1","0x17651dc3361ba899b52580dcf6befb4af49de9c1","BNB Chain","bsc","","","2238.068855069998","501.6182273531922","4","100.000000","1","0.000000"
"0x0a682be35dbab58b7d68177c49770f3e8ab3f3e4","0x0a682be35dbab58b7d68177c49770f3e8ab3f3e4","BNB Chain","bsc","","","2208.3115790920565","977.2994765918947","1749","650.643777","432","396.551724"
"0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d","0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d","Ethereum","ethereum","","","2189.143573516438","448.8935394244775","136","231.707317","2","0.000000"
"0xa38e5b288752cf320b18243ac9f8d656db0be06f","0xa38e5b288752cf320b18243ac9f8d656db0be06f","Ethereum","ethereum","","","2120.317210112555","","691","","633",""
"0x000000f20032b9e171844b00ea507e11960bd94a","0x000000f20032b9e171844b00ea507e11960bd94a","Ethereum","ethereum","","","2037.9396242105115","234.33458282009835","238","33.707865","203","32.679739"
"0xef0b56692f78a44cf4034b07f80204757c31bcc9","0xef0b56692f78a44cf4034b07f80204757c31bcc9","Ethereum","ethereum","","","2031.0480670420302","313.76262765701983","214","49.650350","4","100.000000"
"0xf7858da8a6617f7c6d0ff2bcafdb6d2eedf64840","0xf7858da8a6617f7c6d0ff2bcafdb6d2eedf64840","Ethereum","ethereum","","","1970.7722172174103","485.5641842411982","2384","115.356820","2195","108.848716"
"0x3511f837687ff7272a39a231cac1452ad71141fa","0x3511f837687ff7272a39a231cac1452ad71141fa","Ethereum","ethereum","","","1908.5748501092955","428.46336266447827","37","208.333333","1","0.000000"
"0x55c5bd14ec3b3e24fd8c5e8b8eb9a52e876e5a06","0x55c5bd14ec3b3e24fd8c5e8b8eb9a52e876e5a06","Ethereum","ethereum","","","1893.887140461276","","541","","483",""
"0xc6fecdf760af24095cded954de7d81ab49f8bae1","0xc6fecdf760af24095cded954de7d81ab49f8bae1","Ethereum","ethereum","","","1810.1647750947798","898.002882140178","277","255.128205","18","63.636364"
"OKX 3","0xa7efae728d2936e78bda97dc267687568dd593f3","Ethereum","ethereum","","","1767.9163683758081","559.2560565183669","2310","129.850746","2125","121.123829"
"SecondLiveFactoryV3","0x260e69ab6665b9ef67b60674e265b5d21c88cb45","BNB Chain","bsc","Secondlive","secondlive","1766.0898580138037","40.0530307740208","77287","38.308876","52591","-3.125921"
"0x41292153e7f5e78c3b7382d59e742b92461cbc70","0x41292153e7f5e78c3b7382d59e742b92461cbc70","Ethereum","ethereum","","","1663.9746170291287","35.65478203850864","502","26.448363","502","26.448363"
"0x00001b0bcca9bc88774000692def9dd6452afb9f","0x00001b0bcca9bc88774000692def9dd6452afb9f","Ethereum","ethereum","","","1662.658263545939","4810.920269180243","2","-75.000000","1","0.000000"
"0xa5ae7da8bf1eba8ca7edf91668c9562d02925e41","0xa5ae7da8bf1eba8ca7edf91668c9562d02925e41","Ethereum","ethereum","","","1566.525941496173","","316","","295",""
"0x3b453992553955ef61aa5abe4fabb28dd5b8b265","0x3b453992553955ef61aa5abe4fabb28dd5b8b265","Ethereum","ethereum","","","1534.5361325041697","","414","","370",""
"Coinbase 13","0x95a9bd206ae52c4ba8eecfc93d18eacdd41c88cc","Ethereum","ethereum","","","1520.6150574241715","1119.7151389889555","1423","267.700258","1393","276.486486"
"0x084b1c8f241d0465f5431810a110b35e17974170","0x084b1c8f241d0465f5431810a110b35e17974170","Ethereum","ethereum","","","1485.1159652174945","-51.84970514487295","64","23.076923","2","0.000000"
"0x7217f56b0056170c2eb099892a6c56f044e07d63","0x7217f56b0056170c2eb099892a6c56f044e07d63","Arbitrum","arbitrum","","","1447.7694137352619","664.624977890511","7809","189.758813","12","9.090909"
"0xb9f775179bcc7fcf4534700a48f09c590e390ead","0xb9f775179bcc7fcf4534700a48f09c590e390ead","Ethereum","ethereum","","","1428.3599889785648","91.93156273950936","2327","7.433056","2132","0.851466"
"FixedFloat","0x4e5b2e1dc63f6b91cb6cd759936495434c7e972f","Ethereum","ethereum","","","1379.4380412421262","497.9355190164074","1430","122.395023","1430","122.395023"
"WhiteBIT 3","0x1689a089aa12d6cbbd88bc2755e4c192f8702000","Ethereum","ethereum","","","1367.530101008203","613.2391011671515","1380","174.900398","1282","161.099796"
"0xbf94f0ac752c739f623c463b5210a7fb2cbb420b","0xbf94f0ac752c739f623c463b5210a7fb2cbb420b","Ethereum","ethereum","","","1366.020171412673","330.88151355395297","1666","62.854350","1578","59.878419"
"0x19ceead7105607cd444f5ad10dd51356436095a1","0x19ceead7105607cd444f5ad10dd51356436095a1","Base","base","","","1338.5965207870308","132.81067300447168","8660","-3.627866","3719","17.988579"
"Coinbase 14","0xb739d0895772dbb71a89a3754a160269068f0d45","Ethereum","ethereum","","","1282.2729180899635","1108.4909914320147","1989","391.111111","1909","390.745501"
"0x301250f7d41f42723e382848ce34bdb02cbb3add","0x301250f7d41f42723e382848ce34bdb02cbb3add","BNB Chain","bsc","","","1229.4689353015006","518.9731692738272","74","-46.376812","57","-55.813953"
"0x45300136662dd4e58fc0df61e6290dffd992b785","0x45300136662dd4e58fc0df61e6290dffd992b785","Ethereum","ethereum","","","1206.5863236578316","507.1308540938993","1558","150.080257","1365","136.568458"
"0x6622f2617dab4ae4ba526f053c1c3fe9ea3436db","0x6622f2617dab4ae4ba526f053c1c3fe9ea3436db","Ethereum","ethereum","","","1169.7075018677597","154.7703365234029","191","-15.111111","93","52.459016"
"0x377b40a4ab2b8bbc40c5175e7a89f79cdd80ad68","0x377b40a4ab2b8bbc40c5175e7a89f79cdd80ad68","BNB Chain","bsc","","","1166.2218337090417","82.68141156990087","12460","57.741486","17","6.250000"
"0x17e497c82c056bf97c6aab3039f735e7b817aa0b","0x17e497c82c056bf97c6aab3039f735e7b817aa0b","Ethereum","ethereum","","","1162.661705795135","","333","","312",""
"0xddd41bcd80feb8b02e46bada482eb6afd433aff7","0xddd41bcd80feb8b02e46bada482eb6afd433aff7","Ethereum","ethereum","","","1085.5939497051083","-2.9640522254830173","1924","-55.109659","1899","-55.085147"
"Gamdom: Hot Wallet","0xd5fbda4c79f38920159fe5f22df9655fde292d47","Ethereum","ethereum","","","1020.3161765992514","284.46162352330435","1054","56.612184","621","39.550562"
"Orbiter Finance: Bridge","0x80c67432656d59144ceff962e8faf8926599bcf8","Ethereum","ethereum","","","1019.4865468176157","321.27514387541737","1261","46.969697","1132","40.272615"
"0x0000000000016a723d0d576df7dc79ec149ac760","0x0000000000016a723d0d576df7dc79ec149ac760","BNB Chain","bsc","","","998.5284758357853","264.5251697827805","5387","230.085784","118","1.724138"
"0xd07f76c7efca7793757db20512aca97cc81ac4bb","0xd07f76c7efca7793757db20512aca97cc81ac4bb","BNB Chain","bsc","","","988.3148970660775","120.15051129287568","7509","110.336134","6923","108.273165"
"0x368ade7a2cd53a5b822b347e246aefd0d05dfc8c","0x368ade7a2cd53a5b822b347e246aefd0d05dfc8c","BNB Chain","bsc","","","979.0965097718838","5180.244665813298","79","113.513514","2","100.000000"
"Fee Recipient: 0x467...263","0x4675c7e5baafbffbca748158becba61ef3b0a263","Ethereum","ethereum","","","955.9862747533882","442.70411323514696","1108","78.421900","15","15.384615"
"0xaaecf92bee252ad8a31fdb66aa80e733aa7de609","0xaaecf92bee252ad8a31fdb66aa80e733aa7de609","Ethereum","ethereum","","","936.9797467719145","1260.3252910921165","155","131.343284","7","75.000000"
"0xc9a10f62461c6a16dd7c2d9e537080c857ea465d","0xc9a10f62461c6a16dd7c2d9e537080c857ea465d","Ethereum","ethereum","","","928.718199150445","","321","","293",""
"Orbiter Finance: Bridge 2","0xe4edb277e41dc89ab076a1f049f4a3efa700bce8","Ethereum","ethereum","","","889.4790220501243","359.1873308604764","1062","59.459459","949","52.818035"
"0x2198fb819ef1d1db8db911a324c1a4259fda17f0","0x2198fb819ef1d1db8db911a324c1a4259fda17f0","Ethereum","ethereum","","","888.2416966309773","","299","","244",""
"0x73bce791c239c8010cd3c857d96580037ccdd0ee","0x73bce791c239c8010cd3c857d96580037ccdd0ee","Ethereum","ethereum","","","873.4742597042404","386.8843988672411","940","55.629139","261","35.937500"
"Crypto.com 5","0xcffad3200574698b78f32232aa9d63eabd290703","Ethereum","ethereum","","","853.9463211034266","537.4866246993316","977","121.040724","796","105.154639"
"0xa4e5961b58dbe487639929643dcb1dc3848daf5e","0xa4e5961b58dbe487639929643dcb1dc3848daf5e","Ethereum","ethereum","","","845.6700075091086","578.416038089021","1074","134.497817","1074","134.497817"
"0xec07e6cdff978c917821b10da1f7633e1c33e669","0xec07e6cdff978c917821b10da1f7633e1c33e669","Ethereum","ethereum","","","836.0071519605056","","137","","129",""
"0x7b9d4d8772b8705ddc7456daf821c3022dda0504","0x7b9d4d8772b8705ddc7456daf821c3022dda0504","Ethereum","ethereum","","","814.6682019575553","1111.344735848991","21","950.000000","1","0.000000"
"0x7251febeabb01ec9de53ece7a96f1c951f886dd2","0x7251febeabb01ec9de53ece7a96f1c951f886dd2","Ethereum","ethereum","","","803.881400038077","697.5713276915508","66","153.846154","30","57.894737"
"0xc8f5978542ac6f2015e56f8ba543dd10ad17180e","0xc8f5978542ac6f2015e56f8ba543dd10ad17180e","BNB Chain","bsc","","","797.1343392528177","","1","","1",""
"0x89c050cd95c73a9354fcf02dca36e70d3cc8d200","0x89c050cd95c73a9354fcf02dca36e70d3cc8d200","BNB Chain","bsc","","","794.8338772946702","114.21653414719063","3649","136.948052","4","0.000000"
"0xb383152565d8fed21a5e2cef052b7183f7c3a7cf","0xb383152565d8fed21a5e2cef052b7183f7c3a7cf","Ethereum","ethereum","","","792.0144594937786","","252","","228",""
"0x787b8840100d9baadd7463f4a73b5ba73b00c6ca","0x787b8840100d9baadd7463f4a73b5ba73b00c6ca","Ethereum","ethereum","","","786.9127970286336","327.79197371316695","1081","69.170579","947","61.604096"
"0x5798552eed8063b564a6a76691a9fefbd4593509","0x5798552eed8063b564a6a76691a9fefbd4593509","Ethereum","ethereum","","","779.0994935064699","","164","","143",""
"0x0904f47bc5d56ec553336b5b86002fd05de3045b","0x0904f47bc5d56ec553336b5b86002fd05de3045b","Ethereum","ethereum","","","770.2315653353354","","102","","92",""
"ERC1967Proxy","0xf3a3d1b89a70e291531ecb4a1299117f5de44612","Polygon","polygon","Metaforce","metaforce","750.3786530512446","222.75726257001583","13190","112.023790","3914","99.490316"
"0x28838d44744011ecd5625871e533ed92739592d4","0x28838d44744011ecd5625871e533ed92739592d4","BNB Chain","bsc","","","743.9203753379926","179.2701466883507","172","117.721519","1","0.000000"
"Linq: Deployer","0xe4584c42a69f92ffaa92af5e7d5ff5e942f3cb34","Ethereum","ethereum","Linq","linq","742.1251073250935","315.0503472941064","129","98.461538","91","127.500000"
"Layerswap 1","0x2fc617e933a52713247ce25730f6695920b3befe","Ethereum","ethereum","","","728.2769811512791","453.9768619758042","861","97.477064","797","93.446602"
"0x695d788fa88ffde34e4e28e70e51d44ad0e638e5","0x695d788fa88ffde34e4e28e70e51d44ad0e638e5","Ethereum","ethereum","","","715.4150016183828","","158","","137",""
"0xf3b0073e3a7f747c7a38b36b805247b222c302a3","0xf3b0073e3a7f747c7a38b36b805247b222c302a3","Ethereum","ethereum","","","715.1370926754257","419.8842634246885","787","83.023256","660","81.818182"
"0x7dbb4bdcfe614398d1a68ecc219f15280d0959e0","0x7dbb4bdcfe614398d1a68ecc219f15280d0959e0","Ethereum","ethereum","","","709.6100901148033","349.83347493026974","813","73.717949","664","90.257880"
"0xae7c600837255ac1682fbcfc18456fb4677140ce","0xae7c600837255ac1682fbcfc18456fb4677140ce","Ethereum","ethereum","","","706.863271116402","","470","","300",""
"Roobet: Hot Wallet","0xc94ebb328ac25b95db0e0aa968371885fa516215","Ethereum","ethereum","","","702.1658791615886","","1587","","1349",""
"0x7a8164611d3c55b7b4a393b4a2874de0192e1a66","0x7a8164611d3c55b7b4a393b4a2874de0192e1a66","Ethereum","ethereum","","","701.2493422282168","","247","","225",""
"0x449e5224a693bfbd5642c70e163b42f4084518e1","0x449e5224a693bfbd5642c70e163b42f4084518e1","BNB Chain","bsc","","","700.1019228553156","161.7932722287209","173","260.416667","2","0.000000"
"0xfb4ac3dd020685c159bc86f69630a48e74b945b9","0xfb4ac3dd020685c159bc86f69630a48e74b945b9","BNB Chain","bsc","","","694.1277650023973","34270.427560149095","301","1781.250000","2","100.000000"
"0xc585ad419c5650041b74b105075248f80ac9135d","0xc585ad419c5650041b74b105075248f80ac9135d","Ethereum","ethereum","","","678.3337916187364","2983.6509653012263","239","2072.727273","77","862.500000"
"0xfefb80eadaa93e5dbce89ef5dec1d55464c37c60","0xfefb80eadaa93e5dbce89ef5dec1d55464c37c60","Ethereum","ethereum","","","675.4484971943193","","113","","97",""
"0x7c3a34be33a4d22c8ae6969dd7b74d3b2049922a","0x7c3a34be33a4d22c8ae6969dd7b74d3b2049922a","BNB Chain","bsc","","","673.8559042880653","1549.1338207195608","338","813.513514","103","5050.000000"
"MEV Bot: 0x000...f56","0x0000000000007f150bd6f54c40a34d7c3d5e9f56","Ethereum","ethereum","","","670.2128814775675","168.23916883568992","93","0.000000","22","10.000000"
"0x07e3fb8071b3eedaa24083945498380f0d603a44","0x07e3fb8071b3eedaa24083945498380f0d603a44","Ethereum","ethereum","","","669.1845486387635","","260","","237",""
"0x8e2256050d3911e072dcbbc575cddc852eff8bd3","0x8e2256050d3911e072dcbbc575cddc852eff8bd3","Polygon","polygon","","","668.1378716927317","1569.4091755847694","22276","864.746644","31","-3.125000"
"0x39fd3e106fed3c80192d1849e13d900f45487f92","0x39fd3e106fed3c80192d1849e13d900f45487f92","Ethereum","ethereum","","","662.5520542299972","210.64767626237648","79","6.756757","72","10.769231"
"0xa5b411aaeb798d99f107932689a5eece4d72a2ec","0xa5b411aaeb798d99f107932689a5eece4d72a2ec","Ethereum","ethereum","","","656.9634073784547","638.6908017432947","85","66.666667","3","0.000000"
"0x31f5af8e3e8b474c885ac58582900ebd527c7c22","0x31f5af8e3e8b474c885ac58582900ebd527c7c22","BNB Chain","bsc","","","650.1509923299998","4800047.458252336","9","800.000000","4","300.000000"
"0x91b4a97a92d655cbcba1971bc4f77cbf8dab5332","0x91b4a97a92d655cbcba1971bc4f77cbf8dab5332","Ethereum","ethereum","","","645.9842543652703","","30","","22",""
"0x97b2c13fa5d4577474b4efe3c0d9f8f6cbd53b77","0x97b2c13fa5d4577474b4efe3c0d9f8f6cbd53b77","Ethereum","ethereum","","","635.7723087798206","","23","","16",""
"0x00ad70d2418f9625fb3347e334b3898e0fbb3bed","0x00ad70d2418f9625fb3347e334b3898e0fbb3bed","Ethereum","ethereum","","","631.6966860828765","20988.782853854387","11","1000.000000","11","1000.000000"
"0x5f78cf5e3463a60f7cc1b8db75a0bff3a23e8d69","0x5f78cf5e3463a60f7cc1b8db75a0bff3a23e8d69","Ethereum","ethereum","","","620.2760827624473","","107","","101",""
"0xcf216e3a3045dee6e7d0f5bb9560cf48d0ebbcad","0xcf216e3a3045dee6e7d0f5bb9560cf48d0ebbcad","BNB Chain","bsc","","","610.8986508588314","1279.5685814221745","22","214.285714","18","200.000000"
"0x2bcb6bc69991802124f04a1114ee487ff3fad197","0x2bcb6bc69991802124f04a1114ee487ff3fad197","Ethereum","ethereum","","","610.6225863322719","506.0510725077949","609","81.250000","571","75.692308"
"0x8e7fb63a83bc2cd58f60ba84c033fca5e9277267","0x8e7fb63a83bc2cd58f60ba84c033fca5e9277267","Ethereum","ethereum","","","608.314801947531","","127","","122",""
"0x271300100e7f35f3014b630f1ee57156ed2750ad","0x271300100e7f35f3014b630f1ee57156ed2750ad","BNB Chain","bsc","","","606.0557599259737","34.63454682310126","79","107.894737","4","33.333333"
"0xe802229a8202b478c7f53bb8289578a2433e3b9b","0xe802229a8202b478c7f53bb8289578a2433e3b9b","Ethereum","ethereum","","","605.0028742337147","","155","","147",""
"0xe17642a5f4c6c18e0e83d69ba04fdb04028ff7f7","0xe17642a5f4c6c18e0e83d69ba04fdb04028ff7f7","Optimism","optimism","","","604.5047018228653","1018.9142705966924","3306","118.795500","1","0.000000"
"0x93ded0d796d10c24a37e6049f565ffdae2c666c1","0x93ded0d796d10c24a37e6049f565ffdae2c666c1","Ethereum","ethereum","","","600.1275176161892","","126","","114",""
"0x2b3e5e975fd82af84cec8fe387e05e8562ab262d","0x2b3e5e975fd82af84cec8fe387e05e8562ab262d","Ethereum","ethereum","","","593.4838641751667","","92","","88",""
"0x0000000000275508225df0cca6a8a5ba83357a9a","0x0000000000275508225df0cca6a8a5ba83357a9a","BNB Chain","bsc","","","592.4463352716037","137.76810092308293","11264","114.675052","8","-11.111111"
"0xda977a795c842663289b171a3e39b342ecaaec35","0xda977a795c842663289b171a3e39b342ecaaec35","BNB Chain","bsc","","","592.3873185849625","743.1402649991287","138","253.846154","1","-50.000000"
"0xc2f63d6c8d7d260ee46e6d50adf0dcd5bcf16497","0xc2f63d6c8d7d260ee46e6d50adf0dcd5bcf16497","Ethereum","ethereum","","","573.023501942681","","79","","67",""
"0x8d7741c2db309ad3eaeb17e002da70d29b11898d","0x8d7741c2db309ad3eaeb17e002da70d29b11898d","BNB Chain","bsc","","","571.6125027007988","650.4395636705289","49","250.000000","3","50.000000"
"0x4b70139c0e544c25b6897317d9a93f30e6112dad","0x4b70139c0e544c25b6897317d9a93f30e6112dad","BNB Chain","bsc","","","567.5970238063526","111.74788787683696","6697","106.061538","6667","106.153370"
"Metamask: Swap Router","0x1a1ec25dc08e98e5e93f1104b5e5cdd298707d31","Polygon","polygon","Dune V2 Web3","dune_v2_web3","551.1613864692969","316.5129263554611","16742","131.179232","9088","110.467809"
